Artsakh,5.0
Kernow,4.333333333333333
Yorkshire,4.0
Padania,3.466666666666667
South Ossetia,3.2857142857142856
Isle of Man,3.0
Asturias,3.0
Romani people,3.0
Surrey,3.0
Provence,2.888888888888889
